ID,Rating,Paygrade,Exam_Area,Subject,Concentration,Question,Answer_A,Answer_B,Answer_C,Answer_D,Correct_Answer,Source_Manual,Source_File,Source_URL,Page,Manual_Edition,Verbatim_Quote,Quote_Verified,Check_Notes,Judge_Verdict,Judge_Notes
ADV591,PS,E-6,"MILPAY, Disbursing & Receipts",Military Pay,OCONUS Cost of Living Allowance and TLA,An OCONUS COLA index of 110 means prices in the area OCONUS are overall how much more expensive than in the CONUS?,10 percent,1 percent,11 percent,110 percent,A,"DoD 7000.14-R Vol 7A, Chapter 68",Volume_07a.pdf,https://comptroller.defense.gov/Portals/45/documents/fmr/Volume_07a.pdf,1192,January 2025,"For example, an OCONUS COLA index of 110 indicates that the prices in the area OCONUS are overall 10% more expensive than in the CONUS.",PASS,Found on stated page.,PASS,
ADV592,PS,E-6,"MILPAY, Disbursing & Receipts",Military Pay,OCONUS Cost of Living Allowance and TLA,What does an OCONUS COLA index of 100 indicate?,Prices are 100 percent higher than in the CONUS,The maximum COLA is warranted,The cost of goods and services is about the same as in the CONUS and no COLA is warranted,The location has a high exchange rate,C,"DoD 7000.14-R Vol 7A, Chapter 68",Volume_07a.pdf,https://comptroller.defense.gov/Portals/45/documents/fmr/Volume_07a.pdf,1192,January 2025,An index of 100 indicates that the overall cost of the goods and services surveyed is approximately the same at the location OCONUS as in the CONUS and no COLA is warranted.,PASS,Found on stated page.,PASS,
ADV593,PS,E-6,"MILPAY, Disbursing & Receipts",Military Pay,OCONUS Cost of Living Allowance and TLA,"When a Service member is married to another Service member on active duty, how is the active duty spouse treated for OCONUS COLA and TLA?",The spouse on active duty is not considered a dependent,The spouse is a dependent only if command-sponsored,The spouse is a dependent only for TLA,The spouse is a dependent at the with-dependent rate,A,"DoD 7000.14-R Vol 7A, Chapter 68",Volume_07a.pdf,https://comptroller.defense.gov/Portals/45/documents/fmr/Volume_07a.pdf,1193,January 2025,"When a Service member is married to another Service member who is on active duty, the spouse on active duty is not considered a dependent.",PASS,Found on stated page.,PASS,
ADV594,PS,E-6,"MILPAY, Disbursing & Receipts",Military Pay,OCONUS Cost of Living Allowance and TLA,What must a dependent be for the Service member to receive OCONUS COLA or TLA based on the dependent's presence (with limited exceptions)?,Residing in Government quarters,Enrolled in DEERS for over one year,Command-sponsored,A U.S. citizen,C,"DoD 7000.14-R Vol 7A, Chapter 68",Volume_07a.pdf,https://comptroller.defense.gov/Portals/45/documents/fmr/Volume_07a.pdf,1193,January 2025,A dependent must be command-sponsored for the Service member to receive OCONUS COLA or TLA based on the dependent’s presence,PASS,Found on stated page.,PASS,
ADV595,PS,E-6,"MILPAY, Disbursing & Receipts",Military Pay,OCONUS Cost of Living Allowance and TLA,"When dependent travel to a new PDS OCONUS is deferred, COLA at the old PDS OCONUS continues until the dependents depart or for how many days after dependent travel to the new PDS is authorized?",60 days,30 days,90 days,120 days,A,"DoD 7000.14-R Vol 7A, Chapter 68",Volume_07a.pdf,https://comptroller.defense.gov/Portals/45/documents/fmr/Volume_07a.pdf,1194,January 2025,"2.3.1.3. Deferred Travel. When dependent travel to a new PDS OCONUS is deferred, COLA at an old PDS OCONUS or designated place continues until the dependents depart or for 60 days after dependent travel to the new PDS is authorized.",PASS,Found on stated page.,PASS,
ADV596,PS,E-6,"MILPAY, Disbursing & Receipts",Military Pay,OCONUS Cost of Living Allowance and TLA,"While a Service member is authorized station allowances for a dependent's location, what is the member authorized at the new unaccompanied or sea duty PDS?",OCONUS COLA and TLA at the with-dependent rate,"OCONUS COLA only, at half rate",No station allowances,"OCONUS COLA and TLA, if any, at the without-dependent rate",D,"DoD 7000.14-R Vol 7A, Chapter 68",Volume_07a.pdf,https://comptroller.defense.gov/Portals/45/documents/fmr/Volume_07a.pdf,1195,January 2025,"While a Service member is authorized station allowances for a dependent’s location, the Service member is also authorized the OCONUS COLA and TLA, if any, at the “without dependent” rate at the new PDS.",PASS,Found on stated page.,PASS,
ADV597,PS,E-6,"MILPAY, Disbursing & Receipts",Military Pay,OCONUS Cost of Living Allowance and TLA,"Upon a subsequent PCS order to an accompanied tour area, when do OCONUS COLA and TLA stop?",The day the member reports to the new PDS,Thirty days after the PCS order is issued,The day the member departs due to the PCS order,The day before the Service member departs due to the PCS order or the day before the effective date of the home port change,D,"DoD 7000.14-R Vol 7A, Chapter 68",Volume_07a.pdf,https://comptroller.defense.gov/Portals/45/documents/fmr/Volume_07a.pdf,1195,January 2025,"Upon a subsequent PCS order to an accompanied tour area to which dependent transportation is authorized, OCONUS COLA and TLA stop the day before the Service member departs due to the PCS order or the day before the effective date of the home port change from OCONUS.",PASS,Found on stated page.,PASS,
ADV598,PS,E-6,"MILPAY, Disbursing & Receipts",Military Pay,OCONUS Cost of Living Allowance and TLA,Which two surveys are conducted to determine prices OCONUS for the COLA indexes?,The Overseas Housing Survey and the Living Pattern Survey,The Living Pattern Survey and the Consumer Price Index,The Housing Cost Survey and the Retail Price Schedule,The Living Pattern Survey (LPS) and the Retail Price Schedule (RPS),D,"DoD 7000.14-R Vol 7A, Chapter 68",Volume_07a.pdf,https://comptroller.defense.gov/Portals/45/documents/fmr/Volume_07a.pdf,1196,January 2025,The two surveys conducted to determine prices OCONUS are the Living Pattern Survey (LPS) and the Retail Price Schedule (RPS).,PASS,Found on stated page.,PASS,
ADV599,PS,E-6,"MILPAY, Disbursing & Receipts",Military Pay,OCONUS Cost of Living Allowance and TLA,OUSD (P&R) adjusts OCONUS COLA for currency fluctuations as frequently as how often?,Twice monthly,Daily,Weekly,Quarterly,A,"DoD 7000.14-R Vol 7A, Chapter 68",Volume_07a.pdf,https://comptroller.defense.gov/Portals/45/documents/fmr/Volume_07a.pdf,1196,January 2025,OUSD (P&R) adjusts OCONUS COLA based on currency fluctuations as frequently as twice monthly.,PASS,Found on stated page.,PASS,
ADV600,PS,E-6,"MILPAY, Disbursing & Receipts",Military Pay,OCONUS Cost of Living Allowance and TLA,How is a COLA Unique Expense reimbursed?,As a fixed amount for every Service member OCONUS,"As a lump-sum, dollar-for-dollar reimbursement for a specifically authorized expense at a designated authorized location",As an addition to the COLA index,As a monthly percentage of basic pay,B,"DoD 7000.14-R Vol 7A, Chapter 68",Volume_07a.pdf,https://comptroller.defense.gov/Portals/45/documents/fmr/Volume_07a.pdf,1197,January 2025,"For these expenses, payment is a lump-sum dollar-for-dollar reimbursement for a specifically authorized expense at a designated authorized location.",PASS,Found on stated page.,PASS,
ADV601,PS,E-6,"MILPAY, Disbursing & Receipts",Military Pay,OCONUS Cost of Living Allowance and TLA,Does OUSD (P&R) accept requests from individual Service members to authorize a COLA Unique Expense?,"Yes, through the member's commanding officer","Yes, if the member has a valid receipt","Yes, for E-7 and above",No,D,"DoD 7000.14-R Vol 7A, Chapter 68",Volume_07a.pdf,https://comptroller.defense.gov/Portals/45/documents/fmr/Volume_07a.pdf,1197,January 2025,OUSD (P&R) does not accept requests from individual Service members to authorize a COLA Unique Expense.,PASS,Found on stated page.,PASS,
ADV602,PS,E-6,"MILPAY, Disbursing & Receipts",Military Pay,OCONUS Cost of Living Allowance and TLA,"Generally, when does OCONUS COLA start?",On the day the member receives PCS orders,"On the day a Service member reports to a new PDS, the effective day of a home port change, or the day a dependent arrives before the member",On the first day of the month after arrival,On the day the member departs the old PDS,B,"DoD 7000.14-R Vol 7A, Chapter 68",Volume_07a.pdf,https://comptroller.defense.gov/Portals/45/documents/fmr/Volume_07a.pdf,1197,January 2025,"Generally, OCONUS COLA starts on the day a Service member reports to a new PDS, the effective day of a home port change, or the day his or her dependent arrives before the Service member at either the new PDS or the new home port",PASS,Found on stated page.,PASS,
ADV603,PS,E-6,"MILPAY, Disbursing & Receipts",Military Pay,OCONUS Cost of Living Allowance and TLA,"If a Service member is authorized MALT Plus on the reporting day, when does OCONUS COLA start?",On the first day of the following month,On the day after the reporting day,Thirty days after the reporting day,On the reporting day,B,"DoD 7000.14-R Vol 7A, Chapter 68",Volume_07a.pdf,https://comptroller.defense.gov/Portals/45/documents/fmr/Volume_07a.pdf,1197,January 2025,"if the Service member is authorized a monetary allowance in lieu of transportation plus per diem (MALT Plus) on the reporting day, OCONUS COLA starts on the day after the Service member’s reporting day.",PASS,Found on stated page.,PASS,
ADV604,PS,E-6,"MILPAY, Disbursing & Receipts",Military Pay,OCONUS Cost of Living Allowance and TLA,When does OCONUS COLA generally stop for a member departing OCONUS on a PCS order?,The day the member arrives at the new PDS,The day the member departs from OCONUS,The day before the member departs from OCONUS,The last day of the month of departure,C,"DoD 7000.14-R Vol 7A, Chapter 68",Volume_07a.pdf,https://comptroller.defense.gov/Portals/45/documents/fmr/Volume_07a.pdf,1197,January 2025,OCONUS COLA stops the day before a Service member departs from OCONUS on a PCS order or the day before the effective date of a ship’s or unit’s home port change unless any of the following occur:,PASS,Found on stated page.,PASS,
ADV605,PS,E-6,Transfers Management & Processing,Enlisted Distribution,Military Couple and Single Parent Assignment,"As a guide when considering military couple co-location requests, about how many driving-miles apart should duty stations be?",50 driving-miles,90 driving-miles,150 driving-miles,25 driving-miles,B,MILPERSMAN 1300-1000,Whole MILPERSMAN.pdf,https://www.mynavyhr.navy.mil/References/MILPERSMAN/,1128,"CH-87, 05 Apr 2024","While there is no established maximum distance between duty stations for co-location, 90 driving-miles should be used as a guide when considering co-location requests.",PASS,Found on stated page.,PASS,
ADV606,PS,E-6,Transfers Management & Processing,Enlisted Distribution,Military Couple and Single Parent Assignment,Who must approve any assignment that prevents military couple co-location?,The Chief of Naval Operations,The member's commanding officer,"Commander, Navy Recruiting Command","Assistant Commander, NAVPERSCOM for Career Management (PERS-4)",D,MILPERSMAN 1300-1000,Whole MILPERSMAN.pdf,https://www.mynavyhr.navy.mil/References/MILPERSMAN/,1128,"CH-87, 05 Apr 2024","Any assignment preventing military couple co-location must be approved by Assistant Commander, Navy Personnel Command (NAVPERSCOM) for Career Management (PERS-4).",PASS,Found on stated page.,PASS,
ADV607,PS,E-6,Transfers Management & Processing,Enlisted Distribution,Military Couple and Single Parent Assignment,"Does the Navy spouse co-location policy provide for assignment near a civilian spouse, including a civilian Government employee?","No, it does not","Yes, if the member is in the first term","Yes, if the spouse is a civilian Government employee","Yes, if the member has dependents",A,MILPERSMAN 1300-1000,Whole MILPERSMAN.pdf,https://www.mynavyhr.navy.mil/References/MILPERSMAN/,1128,"CH-87, 05 Apr 2024","Spouse co-location policy does not provide for assignment to duty near a civilian spouse, including civilian Government employees.",PASS,Found on stated page.,PASS,
ADV608,PS,E-6,Transfers Management & Processing,Enlisted Distribution,Military Couple and Single Parent Assignment,Enlisted members request military couple co-location on which form?,NAVPERS 1301/85 Officer Personnel Action Request,NAVPERS 1070/602 Record of Emergency Data,NAVPERS 1070/613 Administrative Remarks,NAVPERS 1306/7 Electronic Personnel Action Request,D,MILPERSMAN 1300-1000,Whole MILPERSMAN.pdf,https://www.mynavyhr.navy.mil/References/MILPERSMAN/,1129,"CH-87, 05 Apr 2024",Enlisted requests must be submitted on NAVPERS 1306/7 Electronic Personnel Action Request.,PASS,Found on stated page.,PASS,
ADV609,PS,E-6,Transfers Management & Processing,Enlisted Distribution,Military Couple and Single Parent Assignment,Officers request military couple co-location on which form?,NAVPERS 1301/85 Officer Personnel Action Request,NAVPERS 1070/613 Administrative Remarks,NAVPERS 1306/92 Special Program Screening,NAVPERS 1306/7 Electronic Personnel Action Request,A,MILPERSMAN 1300-1000,Whole MILPERSMAN.pdf,https://www.mynavyhr.navy.mil/References/MILPERSMAN/,1129,"CH-87, 05 Apr 2024",Officer requests must be submitted on NAVPERS 1301/85 Officer Personnel Action Request.,PASS,Found on stated page.,PASS,
ADV610,PS,E-6,Transfers Management & Processing,Enlisted Distribution,Military Couple and Single Parent Assignment,"Once co-location has been requested, what priority does spouse co-location become for every duty preference?",The member's highest priority,A secondary priority behind sea duty,A low priority unless the spouse is also requesting,No priority until the next PRD,A,MILPERSMAN 1300-1000,Whole MILPERSMAN.pdf,https://www.mynavyhr.navy.mil/References/MILPERSMAN/,1129,"CH-87, 05 Apr 2024","Once requested, spouse co-location becomes the member's highest priority for every duty preference and will be given due consideration during the assignment process.",PASS,Found on stated page.,PASS,
ADV611,PS,E-6,Transfers Management & Processing,Enlisted Distribution,Military Couple and Single Parent Assignment,A military couple not presently co-located can request reassignment to achieve co-location if the requesting member has completed at least how long on board the current duty station?,18 months,24 months,A year,6 months,C,MILPERSMAN 1300-1000,Whole MILPERSMAN.pdf,https://www.mynavyhr.navy.mil/References/MILPERSMAN/,1130,"CH-87, 05 Apr 2024",Member requesting to be transferred has completed at least a year on board current duty station at the time of the transfer,PASS,Found on stated page.,PASS,
ADV612,PS,E-6,Transfers Management & Processing,Enlisted Distribution,Military Couple and Single Parent Assignment,"When both members of a military couple are eligible for sea duty, which spouse will normally be assigned sea duty?",The spouse with the earlier PRD,The spouse with the least amount of sea duty,The spouse with the most sea duty,The senior spouse,B,MILPERSMAN 1300-1000,Whole MILPERSMAN.pdf,https://www.mynavyhr.navy.mil/References/MILPERSMAN/,1130,"CH-87, 05 Apr 2024","When both members are eligible for sea duty, the spouse with the least amount of sea duty will normally be assigned sea duty",PASS,Found on stated page.,PASS,
ADV613,PS,E-6,Transfers Management & Processing,Enlisted Distribution,Military Couple and Single Parent Assignment,What must military couples with dependents maintain?,A signed co-location waiver,A copy of their spouse's orders,A current and workable family care plan,A dual-military housing agreement,C,MILPERSMAN 1300-1000,Whole MILPERSMAN.pdf,https://www.mynavyhr.navy.mil/References/MILPERSMAN/,1130,"CH-87, 05 Apr 2024",Military couples with dependents are required to maintain a current and workable family care plan.,PASS,Found on stated page.,PASS,
ADV614,PS,E-6,Transfers Management & Processing,Enlisted Distribution,Military Couple and Single Parent Assignment,"When one spouse is already on an OCONUS Department of Defense tour, what happens to that member's PRD when the spouse is authorized to join?",It is set to 12 months after the spouse arrives,It is shortened to the date the spouse arrives,It is unchanged,It is extended to match the PRD of the joining spouse,D,MILPERSMAN 1300-1000,Whole MILPERSMAN.pdf,https://www.mynavyhr.navy.mil/References/MILPERSMAN/,1130,"CH-87, 05 Apr 2024","When one member is already on an OCONUS Department of Defense tour, that member's projected rotation date (PRD) will be extended to match the PRD of the authorized joining spouse.",PASS,Found on stated page.,PASS,
ADV615,PS,E-6,Transfers Management & Processing,Enlisted Distribution,Military Couple and Single Parent Assignment,What happens to issued orders when a marriage occurs before they are executed?,They are automatically modified for co-location,"They remain in effect, though modification may be considered if it will not create a gapped billet, hurt the gaining command's readiness, or preclude use of recently acquired skills",They are automatically canceled,They are held until the spouse's PRD,B,MILPERSMAN 1300-1000,Whole MILPERSMAN.pdf,https://www.mynavyhr.navy.mil/References/MILPERSMAN/,1130,"CH-87, 05 Apr 2024","Issued orders will remain in effect when a marriage occurs. Modification may be considered if it will not result in a gapped billet, adversely affect the gaining command’s readiness, or preclude the use of recently acquired skills or training.",PASS,Found on stated page.,PASS,
ADV616,PS,E-6,Transfers Management & Processing,Enlisted Distribution,Military Couple and Single Parent Assignment,Military couples will not be permanently assigned to which of the following?,The same shore installation,The same ship or shipboard deployable command,The same geographic area,The same type commander,B,MILPERSMAN 1300-1000,Whole MILPERSMAN.pdf,https://www.mynavyhr.navy.mil/References/MILPERSMAN/,1131,"CH-87, 05 Apr 2024",Military couples will not be permanently assigned to the same ship or shipboard deployable command,PASS,Found on stated page.,PASS,
ADV617,PS,E-6,Transfers Management & Processing,Enlisted Distribution,Military Couple and Single Parent Assignment,"When a member on shipboard duty marries another member assigned to the same ship, who will normally be reassigned as soon as possible?",The member with the fewer dependents,The member who has completed the larger percentage of his or her PST,The junior member,The member with the later PRD,B,MILPERSMAN 1300-1000,Whole MILPERSMAN.pdf,https://www.mynavyhr.navy.mil/References/MILPERSMAN/,1131,"CH-87, 05 Apr 2024",the member who has completed the larger percentage of his or her PST will normally be reassigned as soon as possible,PASS,Found on stated page.,PASS,
ADV618,PS,E-6,Transfers Management & Processing,Enlisted Distribution,Military Couple and Single Parent Assignment,Members will not be assigned to the same command ashore with the same reporting senior without whose concurrence?,The losing commanding officer's,The type commander's,The gaining commanding officer's,The detailer's,C,MILPERSMAN 1300-1000,Whole MILPERSMAN.pdf,https://www.mynavyhr.navy.mil/References/MILPERSMAN/,1131,"CH-87, 05 Apr 2024",Members will not be assigned to the same command ashore with the same reporting senior without the gaining commanding officer’s concurrence.,PASS,Found on stated page.,PASS,
ADV619,PS,E-6,Transfers Management & Processing,Enlisted Distribution,Military Couple and Single Parent Assignment,Military couples will NOT normally be involuntarily assigned to which of the following?,Simultaneous sea duty tours,Any overseas assignment,Consecutive sea duty tours,Simultaneous shore duty tours,A,MILPERSMAN 1300-1000,Whole MILPERSMAN.pdf,https://www.mynavyhr.navy.mil/References/MILPERSMAN/,1132,"CH-87, 05 Apr 2024",Military couples will not normally be involuntarily assigned to a simultaneous sea duty tour,PASS,Found on stated page.,PASS,
ADV620,PS,E-6,Transfers Management & Processing,Enlisted Distribution,Military Couple and Single Parent Assignment,Military couples made up of which type of members may be involuntarily assigned to simultaneous sea duty?,Members with dependents,Members with the same rating,Members who are both E-7 or above,First-term members or initial accessions,D,MILPERSMAN 1300-1000,Whole MILPERSMAN.pdf,https://www.mynavyhr.navy.mil/References/MILPERSMAN/,1132,"CH-87, 05 Apr 2024","When both members of a military couple are first-termers or initial accessions, both members may require assignment to simultaneous sea duty",PASS,Found on stated page.,PASS,
ADV621,PS,E-6,Transfers Management & Processing,Enlisted Distribution,Military Couple and Single Parent Assignment,A member who requests co-location that results in simultaneous sea duty must complete which form with a required statement?,NAVPERS 1070/613 Administrative Remarks,NAVPERS 1301/85 Officer Personnel Action Request,NAVPERS 1306/92 Special Program Screening,NAVPERS 1306/7 Electronic Personnel Action Request,A,MILPERSMAN 1300-1000,Whole MILPERSMAN.pdf,https://www.mynavyhr.navy.mil/References/MILPERSMAN/,1132,"CH-87, 05 Apr 2024",must complete NAVPERS 1070/613 Administrative Remarks through their command with the statement indicated below,PASS,Found on stated page.,PASS,
ADV622,PS,E-6,Transfers Management & Processing,Enlisted Distribution,Military Couple and Single Parent Assignment,"If reassignment to the area of a military spouse is not feasible, PERS-4 will normally disapprove the request. Which option may be offered?",Automatic reassignment after 24 months,Immediate reassignment of the spouse,Resubmission in 12 months,Resubmission in 6 months for reconsideration,D,MILPERSMAN 1300-1000,Whole MILPERSMAN.pdf,https://www.mynavyhr.navy.mil/References/MILPERSMAN/,1133,"CH-87, 05 Apr 2024",a. Resubmission in 6 months for reconsideration.,PASS,Found on stated page.,PASS,
ADV623,PS,E-6,Transfers Management & Processing,Enlisted Distribution,Military Couple and Single Parent Assignment,A member who accepts assignment to the nearest available requirement within the area of the spouse's present assignment must serve a minimum of how long at that activity?,24 months,12 months,36 months,18 months,A,MILPERSMAN 1300-1000,Whole MILPERSMAN.pdf,https://www.mynavyhr.navy.mil/References/MILPERSMAN/,1133,"CH-87, 05 Apr 2024",Acceptance of subparagraph 4b option will require the member to serve a minimum 24-month tour at the activity,PASS,Found on stated page.,PASS,
ADV624,PS,E-6,Transfers Management & Processing,Enlisted Distribution,Military Couple and Single Parent Assignment,Assignment of married dual-military couples to isolated duty stations where an unaccompanied tour is directed may be authorized on what basis?,"A voluntary basis, including Diego Garcia",Only with a flag officer's approval,"A voluntary basis, except Diego Garcia",An involuntary basis only,C,MILPERSMAN 1300-1000,Whole MILPERSMAN.pdf,https://www.mynavyhr.navy.mil/References/MILPERSMAN/,1133,"CH-87, 05 Apr 2024",may be authorized on a voluntary basis (except Diego Garcia) when in compliance with this article.,PASS,Found on stated page.,PASS,
ADV625,PS,E-6,Transfers Management & Processing,Enlisted Distribution,Military Couple and Single Parent Assignment,Requests for reassignment from a member of an immediate family who no longer desires to serve at the same activity must receive what consideration?,Automatic approval,No consideration until normal rotation,"Favorable consideration, provided there are no overriding military needs",Consideration only with flag approval,C,MILPERSMAN 1300-1000,Whole MILPERSMAN.pdf,https://www.mynavyhr.navy.mil/References/MILPERSMAN/,1134,"CH-87, 05 Apr 2024","must receive favorable consideration, provided there are no overriding military needs for the retention in the same unit.",PASS,Found on stated page.,PASS,
ADV626,PS,E-6,Transfers Management & Processing,Enlisted Distribution,Military Couple and Single Parent Assignment,How are single parents assigned?,Only to their home of record,With preferential shore assignment,Only to homeport-ashore billets,Using the same procedures as other Service members,D,MILPERSMAN 1300-1000,Whole MILPERSMAN.pdf,https://www.mynavyhr.navy.mil/References/MILPERSMAN/,1134,"CH-87, 05 Apr 2024",Single parents are assigned using the same procedures as other Service members.,PASS,Found on stated page.,PASS,
ADV627,PS,E-6,Transfers Management & Processing,Enlisted Distribution,Military Couple and Single Parent Assignment,Enlisted members requesting a hardship discharge because of single-parent sea duty hardship refer to which MILPERSMAN article?,MILPERSMAN 1910-124,MILPERSMAN 1910-110,MILPERSMAN 1306-900,MILPERSMAN 1300-1000,B,MILPERSMAN 1300-1000,Whole MILPERSMAN.pdf,https://www.mynavyhr.navy.mil/References/MILPERSMAN/,1135,"CH-87, 05 Apr 2024","(2) Enlisted. For hardship discharges, refer to MILPERSMAN 1910-110.",PASS,Found on stated page.,PASS,
ADV628,PS,E-6,Transfers Management & Processing,Enlisted Distribution,Military Couple and Single Parent Assignment,Enlisted members requesting a parenthood discharge refer to which MILPERSMAN article?,MILPERSMAN 1306-935,MILPERSMAN 1300-1205,MILPERSMAN 1910-124,MILPERSMAN 1910-110,C,MILPERSMAN 1300-1000,Whole MILPERSMAN.pdf,https://www.mynavyhr.navy.mil/References/MILPERSMAN/,1135,"CH-87, 05 Apr 2024","For parenthood discharges, refer to MILPERSMAN 1910-124.",PASS,Found on stated page.,PASS,
ADV629,PS,E-6,Transfers Management & Processing,Enlisted Distribution,Safety Transfers,Which NAVPERSCOM office reviews and adjudicates safety transfer requests?,Deployability Assessment Branch (PERS-454),Navy Reserve Personnel Branch (PERS-9),Career Management Department (PERS-4),Enlisted Placement Branch (PERS-401),A,MILPERSMAN 1300-1200,Whole MILPERSMAN.pdf,https://www.mynavyhr.navy.mil/References/MILPERSMAN/,1140,"CH-67, 6 Apr 2019","Safety transfer requests are reviewed and adjudicated on their individual merits by Navy Personnel Command (NAVPERSCOM), Deployability Assessment Branch (PERS-454).",PASS,Found on stated page.,PASS,
ADV630,PS,E-6,Transfers Management & Processing,Enlisted Distribution,Safety Transfers,Who holds disapproval authority for safety transfer requests?,The Chief of Naval Operations,The member's detailer,The requesting member's CO,"Commander, NAVPERSCOM",D,MILPERSMAN 1300-1200,Whole MILPERSMAN.pdf,https://www.mynavyhr.navy.mil/References/MILPERSMAN/,1140,"CH-67, 6 Apr 2019","Disapproval authority resides with Commander, NAVPERSCOM.",PASS,Found on stated page.,PASS,
ADV631,PS,E-6,Transfers Management & Processing,Enlisted Distribution,Safety Transfers,Within how many hours must the CO approve or disapprove a Service member's request for a PCS or PCA safety transfer?,24 hours of receipt,72 hours of receipt,48 hours of receipt,5 days of receipt,B,MILPERSMAN 1300-1200,Whole MILPERSMAN.pdf,https://www.mynavyhr.navy.mil/References/MILPERSMAN/,1141,"CH-67, 6 Apr 2019",The CO must approve or disapprove a Service member’s request for a PCS or PCA transfer within 72 hours of receipt.,PASS,Found on stated page.,PASS,
ADV632,PS,E-6,Transfers Management & Processing,Enlisted Distribution,Safety Transfers,Approval of a temporary assignment under a safety transfer is made by whom?,"Commander, NAVPERSCOM",The Service member's detailer,PERS-454,"The CO, per TDY travel orders",D,MILPERSMAN 1300-1200,Whole MILPERSMAN.pdf,https://www.mynavyhr.navy.mil/References/MILPERSMAN/,1141,"CH-67, 6 Apr 2019",Approval for temporary assignment will be made by the CO per temporary duty (TDY) travel orders,PASS,Found on stated page.,PASS,
ADV633,PS,E-6,Transfers Management & Processing,Enlisted Distribution,Safety Transfers,How long is an approved safety transfer request retained on file by PERS-454?,5 years,2 years,3 years,1 year,C,MILPERSMAN 1300-1200,Whole MILPERSMAN.pdf,https://www.mynavyhr.navy.mil/References/MILPERSMAN/,1141,"CH-67, 6 Apr 2019",where it will be processed and retained on file for a period of 3 years.,PASS,Found on stated page.,PASS,
ADV634,PS,E-6,Transfers Management & Processing,Enlisted Distribution,Safety Transfers,Within how many hours must the flag/general officer or SES equivalent approve or disapprove a safety transfer request after receiving the command-level disapproval recommendation?,5 days,24 hours,72 hours,7 days,C,MILPERSMAN 1300-1200,Whole MILPERSMAN.pdf,https://www.mynavyhr.navy.mil/References/MILPERSMAN/,1142,"CH-67, 6 Apr 2019",The flag/general officer or SES equivalent must approve or disapprove the request within 72 hours of receipt of the command-level disapproval recommendation,PASS,Found on stated page.,PASS,
ADV635,PS,E-6,Transfers Management & Processing,Enlisted Distribution,Safety Transfers,"Safety transfers of Service members must also include whom, as applicable?",Their department head,Their dependents and or military spouse,Their sponsor,Their immediate supervisor,B,MILPERSMAN 1300-1200,Whole MILPERSMAN.pdf,https://www.mynavyhr.navy.mil/References/MILPERSMAN/,1140,"CH-67, 6 Apr 2019",Safety transfers of Service members must also include their dependents and or military spouse (as applicable).,PASS,Found on stated page.,PASS,
ADV636,PS,E-6,Transfers Management & Processing,Enlisted Distribution,Safety Transfers,How does a requesting Service member formally end a safety transfer request that he or she no longer wishes to pursue?,By formally withdrawing it using exhibit 5,By submitting a NAVPERS 1070/613,By notifying the detailer verbally,By ignoring orders,A,MILPERSMAN 1300-1200,Whole MILPERSMAN.pdf,https://www.mynavyhr.navy.mil/References/MILPERSMAN/,1142,"CH-67, 6 Apr 2019",the request must be formally withdrawn by the Service member using exhibit 5.,PASS,Found on stated page.,PASS,
ADV637,PS,E-6,Transfers Management & Processing,Enlisted Distribution,Expedited Transfers,"If Service members or adult military dependents fear for their life or physical safety, which type of transfer should be requested instead of an expedited transfer?",A safety transfer per MILPERSMAN 1300-1200,An early PRD transfer,A humanitarian transfer per MILPERSMAN 1300-1100,A hardship transfer,A,MILPERSMAN 1300-1205,Whole MILPERSMAN.pdf,https://www.mynavyhr.navy.mil/References/MILPERSMAN/,1150,"CH-78, 7 Feb 2022","If Service members or adult military dependents fear for their life or physical safety, a safety transfer may be requested per MILPERSMAN 1300-1200.",PASS,Found on stated page.,PASS,
ADV638,PS,E-6,Transfers Management & Processing,Enlisted Distribution,Expedited Transfers,Which NAVPERSCOM branch makes final assignment decisions on expedited transfer requests?,PERS-401,PERS-4013,PERS-454,PERS-40BB,C,MILPERSMAN 1300-1205,Whole MILPERSMAN.pdf,https://www.mynavyhr.navy.mil/References/MILPERSMAN/,1150,"CH-78, 7 Feb 2022",NAVPERSCOM Deployability Assessment and Assignment Branch (PERS-454) will take into consideration all recommendations and preferences in reaching a final assignment decision.,PASS,Found on stated page.,PASS,
ADV639,PS,E-6,Transfers Management & Processing,Enlisted Distribution,Expedited Transfers,How many times may a Service member request an expedited transfer over the course of a naval career?,Once,The Navy does not limit the number of requests,Three times,Twice,B,MILPERSMAN 1300-1205,Whole MILPERSMAN.pdf,https://www.mynavyhr.navy.mil/References/MILPERSMAN/,1151,"CH-78, 7 Feb 2022",The Navy does not limit the number of expedited transfer requests a Service member may make over the course of a naval career.,PASS,Found on stated page.,PASS,
ADV640,PS,E-6,Transfers Management & Processing,Enlisted Distribution,Expedited Transfers,"An expedited transfer request must include the Service member's reason(s) for the request, military spouse and dependents (as applicable), and what else?",A copy of the investigation report,Top three location preferences,Two letters of recommendation,Top five location preferences,B,MILPERSMAN 1300-1205,Whole MILPERSMAN.pdf,https://www.mynavyhr.navy.mil/References/MILPERSMAN/,1157,"CH-78, 7 Feb 2022","(2) Top three location preferences, and",PASS,Found on stated page.,PASS,
